阿勒泰	阿勒泰喀纳斯景区
库特尼国家公园	爱丽丝湖省立公园
蒙克顿	蒙克顿博物馆
昆卡	埃尔萨格拉里奥教堂
利马	武器广场
加拉帕戈斯群岛	圣克鲁兹岛
班夫国家公园	哥伦比亚冰原
贾斯珀国家公园	伊迪丝·卡韦尔山
冰川国家公园	Going-to-the-sun Road
马丘比丘	瓦伊那比丘
优鹤国家公园	天然桥
渥太华	国会山
瓦尔帕莱索	露天博物馆
圣保罗	圣保罗金融街
安提瓜	阿尔科圣卡塔利娜
塔林	少女塔
马耳他主岛	丁里悬崖
瓦杜兹	瓦杜兹城堡
贝尔格莱德	卡莱梅格丹城堡
温哥华	格兰威尔岛
瓦莱塔	瓦莱塔圣约翰大教堂
考纳斯	Siauliai Hill of Crosses
杜布罗夫尼克	杜布罗夫尼克大教堂
地拉那	金字塔
基希讷乌	神圣门
萨格勒布	圣马可教堂
巴拿马	巴拿马古城
安特卫普	大广场
卑尔根	弗勒于恩山和缆车
格拉纳达	阿尔拜辛
卢布尔雅那	三桥
奥斯陆	奥斯陆大教堂
龙达	新桥
挪威峡湾	大西洋海滨公路
凯米	雪之城堡
鹿特丹	欧洲塔
托莱多	托莱多太阳门
塞维利亚	希拉尔达塔
伊纳里	萨米博物馆
科尔多瓦	科尔多瓦清真寺
哈瓦那	Castillo de la Real Fuerza
帕坦	帕坦宫殿广场
平壤	朝鲜革命博物馆
凯鲁万	阿格拉比特蓄水池
南极半岛	利斯港
大马士革	阿兹姆宫
维多利亚瀑布	赞比西河
塔什干	圆顶集市
棉花堡	希耶拉波利斯考古博物馆
富国岛	Sao Beach
和歌山市	奥之院
龙目岛	圣吉吉海滩
西戴	Manavgat瀑布
顺化	天姥寺
广岛	和平纪念公园
努瓦勒埃利耶	绿茶厂
公主港	公主港地下河国家公园
乌代布尔	热那克普神庙
恰纳卡莱	特洛伊考古遗址
西哈努克	胜利海滩
伊兹密尔	伊萨贝清真寺
马尼拉	黎刹公园
大城	帕兰寺
昌原市	巨济岛
海牙	海牙国际法庭
维多利亚	宝翠花园
马拉加	马拉加毕加索博物馆
戈佐岛	克斯伦迪湾
维提岛	珊瑚海岸
卡罗维发利	圣玛利教堂
蒙特勒	弗雷迪•默丘里雕像
福伦丹	Haven港口
那霸	识名园
乌得勒支	铁路博物馆
吕贝克	吕贝克大教堂
基辅	圣安德鲁教堂
采尔马特	马特角峰博物馆
班贝格	圣米歇尔修道院
波恩	波恩大教堂
帕绍	帕绍水晶博物馆
弗里堡	水利缆车
亚琛	路德维希博物馆
卢加诺	卢加诺圣洛伦佐大教堂
曼海姆	路易森公园
科布伦茨	科布伦茨 赫茨耶稣教堂
龙疆	耶稣之心教堂
桑给巴尔	Paje Beach
温耶德	Table Cape
亚的斯亚贝巴	Merkato
大峡谷国家公园	Rim Trail
阿德莱德山	茱莉蔻农场
蓝色太平洋路	Bass Point Reserve
万隆	万隆地质博物馆
沙姆沙伊赫	纳马湾
伊林加	石灰岩遗址
达拉斯	白岩湖公园
纳库鲁	地狱之门国家公园
喀布尔	Sultani Museum
格林德瓦	Bussalp
德班	Kwa Muhle Museum
马赛马拉国家公园	Mara Triangle
达累斯萨拉姆	St Joseph's Cathedral
蒙巴萨	Swaminarayan Temple
沃尔维斯湾	Kuiseb Delta Adventures
安克雷奇	Alaska Zoo
石灰岩海岸	洛贝
温得和克	Christuskirche
比勒陀利亚	克鲁格故居博物馆
塞伦盖蒂国家公园	格鲁美地河
约翰内斯堡	特夫方丹马场
凯库拉	观鸟
波拉波拉岛	马蒂纳海滩
关岛	阿布根堡
水牛城	伊利县厅
因弗卡吉尔	因弗卡吉尔酿酒厂
萨摩亚	巴哈伊灵曦堂
亚萨瓦群岛	南库拉岛
苏瓦	热带雨林公园
派西亚	九十英里海滩
内皮尔	海洋大道
大溪地	泻湖水族馆
陶波	月球环形山
汤加里罗国家公园	瑙鲁赫伊山
芝加哥	芝加哥文化中心
惠斯勒	迷失湖
波哥大	国家博物馆
弗雷德里克顿	Lighthouse on the Green
埃德蒙顿	埃德蒙顿古堡公园
加拉加斯	Paseo de Los Proceres
蒙得维的亚	Castillo Pittamiglio
圣地亚哥	瓦斯灯街区
金斯顿	市政厅
卡拉法特	Museo de El Calafate
圣荷西	国家大剧院
夏洛特敦	Province House National Historic Site
哈利法克斯	达特茅斯
亚松森	Museo de Historia Natural
魁北克城	蒙特伦西瀑布
圣佩德罗阿塔卡马	考古博物馆
危地马拉市	伊克切尔纺织博物馆
布宜诺斯艾利斯	胡安•曼努埃尔•范吉奥博物馆
卡尔加里	Sante Spa
巴西利亚	库比契克总统纪念碑
玛瑙斯	辟港纪念碑
圣地亚哥	Estación Mapocho
巴尼亚卢卡	Republika Srpska Art Gallery
萨拉热窝	Orthodox Church
诺维萨德	Artists' Studios
科克市	考克大学
里耶卡	St Vito
高威	西班牙拱门
丁格尔半岛	邓莫尔角
尼什	Cele Kula
瓦拉日丁	Old Castle (Stari Grad)
安道尔	梅里特克塞尔圣母殿
克莱佩达	Lithuanian Sea Museum
开曼群岛	Camana Bay
拿骚	Fort Fincastle
大开曼岛	Camana Bay
圣约翰	Fort James
奥赫里德	Sveti Bogorodica Bolnička
圣马力诺	第一碉堡
普里什蒂纳	科索沃博物馆
索非亚	索非亚国家艺术馆
明斯克	Palats Mastatsva (Art Palace)
代尔夫特	代尔夫特火车站
圣地亚哥德孔波斯特拉	圣佩拉约修道院
布拉索夫	Weavers' Bastion Museum
坦佩雷	坦佩雷大教堂
普罗夫迪夫	Philippopolis
萨拉戈萨	拉赛欧
拉彭兰塔	南卡累利阿博物馆
马贝拉	阳光海岸
布列斯特	海关没收物资博物馆
布加勒斯特	多瑙河三角洲
萨里山	Action Park
锡切斯	Casa Bacardi Sitges
摩纳哥	蒙特卡洛赛道
大加纳利	Nostra Senora de la Candelaria
加的斯	胜利海滩
康斯坦察	Piața Ovidiu广场
苏塞	苏塞考古博物馆
哈博罗内	Orapa House
瓜纳华托	瓜纳华托圣母大教堂
卡萨布兰卡	Parc de la Ligue Arabe
尼科西亚	法马古斯塔门
哈马马特	Carthageland
乌兰巴托	博格多汗宫
马普托	Museu de História Natural
圣佩德罗苏拉	Museo de la Naturaleza
阿勒颇	阿勒颇博物馆
哈拉雷	National Botanic Gardens
君士坦丁	Sidi M'Cid Bridge
坎昆	三水河生态公园
格林纳达	Grenada Crafts Center
杜兹	哈尼什广场
金斯敦	Emancipation Park
喀土穆	Al Kabir Mosque
杰尔巴岛	码头
拉巴特	Galérie d'Art Nouiga
留尼旺	郎之万河
苏丹港	桑加尼布
特古西加尔巴	Parque La Concordia
哥打巴鲁	皇室博物馆
阿斯塔纳	KazMunayGaz
贝鲁特	钟楼广场
新山	亚洲大陆南端
罗安达	Museu Central das Forças Armadas
阿尔及尔	非洲圣母院
阿克拉	Timber Market
多哈	多哈伊斯兰艺术博物馆
特内里费岛	Teide National Park
乌兰固木	Dechinravjaalin Khiid 寺
科威特	科威特大清真寺
圣乔治	Grenada Crafts Center
达喀尔	IFAN Museum
圣地亚哥	Catedral de Nuestra Señora de la Asunción
科伦坡	独立大厅
博德鲁姆	造船厂
埃勒	埃拉岩
奇陶加尔	名望之塔
蓝梦岛	Jungut Batu海滩
开塞利	开塞利城堡
马德望	Prasat Phnom Banon Winery
川崎	Fujiko F Fujio Museum
北九州市	河内藤园
棉兰	Bukit Barisan Military Museum
大吉岭	观景山
波隆纳鲁沃	加尔寺
班加罗尔	Urvashi Cinema
加尔各答	白鲁尔庙
伊豆	Koibito Misaki Cape
瓦拉纳西	Bharat Kala Bhavan Museum
民丹岛	Penyenget
贡布	贡布老火车站
长崎	长崎港
福冈	博多港塔
加莱拉港	马拉辛博山
鹿儿岛	平内海中温泉
杰伊瑟尔梅尔	山姆沙丘
熊本	熊本县立美术馆
黎牙实比	卡格萨瓦教堂遗址
列城	班公错
本地治里	室利奥罗宾多静修所
以弗所	哈德良神庙
安卡拉	绘画雕塑博物馆
江陵市	镜浦台
名古屋	东山动植物园
沙美岛	Ao Wai湾
素可泰	Chedi Si Hong寺
夜丰颂	Chong Kham 庙
丽水市	Odongdo
大邱	八公山道立公园
春川	KT&amp;G想象空间春川艺术中心
素叻他尼	肃山国家公园
卢萨卡	National Museum
水原市	解忧斋
宋卡	美人鱼海滩
柏林	纳粹屠杀同性恋受害者纪念碑
布里斯班	布里斯班博物馆
帕劳	帕劳总统府
复活节岛	拉帕努伊国家公园
古晋	沙捞越文化村
维多利亚瀑布	Lesedi民俗村
乌兰固木	巴彦湖
停泊岛	风车山
下龙市	惊讶洞
沙美岛	烛光海滩
仁川	支石墓公园
堪培拉	格里芬湖
凯恩斯	格林岛
加德满都	奇异街
汉堡	汉堡市政厅
安克雷奇	Anchorage Museum at Rasmuson Center
黄金海岸	华纳兄弟电影世界
惠灵顿	东方湾
格雷茅斯	亚瑟通道国家公园
奥克兰	Muriwai Gannet Colony
魁北克城	魁北克老城
都柏林	健力士酒厂
安特卫普	布拉博喷泉
琅勃拉邦	春孔寺
热浪岛	平安岛
马六甲	圣保罗山
大马士革	倭马亚大清真寺
焦特布尔	贾斯旺特纪念堂
西戴	阿波罗神庙
伊豆	Shuzenji Onsen
清迈	魏功甘古城
清莱	kok river
雅加达	安佐尔梦幻公园
罗托鲁瓦	罗托鲁瓦湖
赫尔辛基	芬兰堡
长滩岛	普卡海滩
新德里	胡马雍陵
阿德莱德山	汉多夫德国村
华盛顿	国家林荫大道
爱妮岛	Cathedral Cave
西哈努克	Sokha Beach
横滨	横滨红砖仓库
西归浦	城山日出峰
釜山	广安里海水浴场
关岛	杜梦湾
汤加里罗国家公园	汤加里罗徒步穿越
库斯科	太阳神殿
布宜诺斯艾利斯	科隆大剧院
洛杉矶	保罗盖蒂中心
温哥华	卡皮拉诺吊桥公园
万象	凯旋门
孟买	贾特拉帕蒂希瓦吉总站（维多利亚总站）
民丹岛	民丹岛大象公园
象岛	白沙滩
芭堤雅	芭堤雅步行街
济州市	龙头岩
奥斯陆	奥斯陆歌剧院
奥斯陆	奥斯陆歌剧院
胡志明市	西贡中心邮局
蓝梦岛	梦幻海滩
加尔各答	印度博物馆
大阪	道顿堀
札幌	白色恋人巧克力工厂
阿格拉	阿克巴大帝陵墓
伊尔库茨克	卡尔•马克思大街
霍巴特	惠灵顿山
但尼丁	奥塔哥半岛
阿德莱德	格雷尔海滩
墨尔本	环市电车
高威	莫赫悬崖
阿姆斯特丹	安妮之家博物馆
离岛	五月谷
龙目岛	林查尼火山
斋浦尔	风之宫殿
暹粒	塔布笼寺
宿务	独立广场
莫斯科	克里姆林宫
康斯坦茨	博登湖
新加坡	小印度
黄石国家公园	黄石大峡谷
班夫国家公园	路易斯湖
芝加哥	千禧公园
里约热内卢	科帕卡巴纳海滩
梵蒂冈城	梵蒂冈博物馆
纽约	时代广场
维尔纽斯	维尔纽斯大教堂
旧金山	渔人码头
槟城	极乐寺
伦敦	大本钟
兰卡威	孕妇岛
河内	巴亭广场
大叻	避暑行宫
甲米	竹子岛
京都	金阁寺
大城	大城历史公园
马尔代夫	芙花芬岛
圣彼得堡	夏宫
法兰克福	大教堂
苏黎世	苏黎世圣母大教堂
皇后镇	瓦尔特峰高原牧场
奥马鲁	奥马鲁历史区
塞班岛	蓝洞
基督城	海德利公园
里加	里加圣彼得大教堂
塞哥维亚	塞哥维亚主教座堂
巴塞罗那	圣家堂
平壤	平壤凯旋门
仙本那	马布岛
科隆	罗马-日耳曼博物馆
慕尼黑	英国花园
奇特旺国家公园	大象繁殖中心
奈良	春日大社
箱根	箱根神社
美奈	美奈海滩
金边	钟屋杀人场
博卡拉	国际山地博物馆
伊斯坦布尔	托普卡帕皇宫
马尼拉	圣地亚哥堡
哥本哈根	新港
布鲁塞尔	圣·于贝尔长廊
波士顿	波士顿公共花园
库克山国家公园	库克山三文鱼农场
悉尼	岩石区
渥太华	加拿大国家美术馆
马德里	马德里王宫
蓝毗尼	蓝毗尼园
塞维利亚	阿卡莎皇宫
维也纳	霍夫堡
开普敦	海豹岛
格雷梅	鸽子山谷
巴克塔普尔	尼亚塔波拉神庙
卑尔根	布吕根汉萨码头
基辅	基辅独立广场
维尔茨堡	伦琴博物馆
马拉加	阳光海岸
伯尔尼	伯尔尼喷泉
波恩	莱茵河
挪威峡湾	老鹰之路观景台
班贝格	历史博物馆
罗滕堡	中世纪刑事博物馆
巴塞尔	巴塞尔大学
福伦丹	福伦丹博物馆
卢塞恩	斯普罗伊尔桥
石灰岩海岸	金斯顿小镇
约翰内斯堡	曼德拉广场
阿斯旺	菲莱神庙
芭萝莎	巴洛萨谷
内罗毕	肯雅塔国际会议中心
塞伦盖蒂国家公园	塞伦盖蒂河马池
亚历山大	卡特巴城堡
珀斯	科特斯洛海滩
大峡谷国家公园	光明天使小道
乞力马扎罗国家公园	巴拉夫营地
贡德尔	塔纳湖
休斯顿	莱斯大学
派西亚	雷因格海角
内皮尔	悬崖山观景台
瓦纳卡	克鲁萨河
开罗	悬空教堂
特卡波湖	鲁冰花农场
迈阿密	小哈瓦那
马丘比丘	马丘比丘太阳神庙
昆卡	昆卡古城
那霸	金城町石叠道
金斯顿	女王大学
基多	小面包山
利马	圣弗朗西斯科修道院
贾斯珀国家公园	辛华达瀑布
乌斯怀亚	世界尽头博物馆
费城	独立国家历史公园
圣地亚哥	日落崖自然公园
圣地亚哥	圣克里斯托瓦尔山
圣佩德罗阿塔卡马	圣佩德罗教堂
圣保罗	拓荒者雕塑
玛瑙斯	亚马逊剧院
伊瓜苏市	伊瓜苏国家公园
基希讷乌	斯特凡大公公园
杜布罗夫尼克	派勒城门
萨格勒布	失恋博物馆
塔林	爱沙尼亚海事博物馆
里耶卡	Trast Castle
贝尔格莱德	圣萨瓦大教堂
地拉那	Et'hem Beut 清真寺
卢布尔雅那	龙桥
格拉纳达	纳斯瑞德宫殿
卑尔根	布吕根汉萨码头
布拉迪斯拉发	布拉迪斯拉发城堡
龙达	斗牛场
海牙	席凡宁根
鹿特丹	小孩堤防风车村
挪威峡湾	老鹰之路观景台
托莱多	圣胡安皇家修道院
萨拉戈萨	阿尔哈菲利亚宫
拉彭兰塔	愤怒的小鸟主题公园
索非亚	索非亚大学
山打根	阿格尼丝·凯斯故居
杜兹	马特马他
哈马马特	The Kasbah
圣地亚哥	Museo de la Lucha Clandestina
新山	新山华族历史文物
阿勒颇	阿勒颇城堡
哈拉雷	平衡石公园
凯鲁万	奥格巴清真寺
留尼旺	内日峰
墨西哥城	墨西哥城主教座堂
南极半岛	威德尔海
贝鲁特	杰达溶洞
坎昆	坎昆论坛海滩
神户	南京町
静冈	小丸子博物馆
瓦拉纳西	新湿婆神庙
北九州市	小仓城
科伦坡	科伦坡国家博物馆
伊兹密尔	科纳克广场
恰纳卡莱	达达尼尔海峡
美蕊沙	浅海湾
杰伊瑟尔梅尔	耆那教寺庙
和歌山市	道成寺
棉花堡	帕姆卡莱
科伦	Lusong Gunboat
康提	茶叶博物馆
长崎	淵神社
乌代布尔	贡珀尔格尔
芽庄	竹岛
努瓦勒埃利耶	格雷戈里湖
本地治里	黎明之村
安卡拉	安那托利亚文明史博物馆
昌原市	庆和站
名古屋	德川园
江陵市	乌竹轩
庆州	石窟庵 石窟
塞维利亚	阿卡莎皇宫
因特拉肯	雪朗峰
日内瓦	花钟
维多利亚	橡树城堡
埃勒	小亚当峰
西雅图	西雅图中央图书馆
多伦多	卡萨罗马古堡
楠迪	玛那岛
瓦伦西亚	瓦伦西亚主教堂和塔楼
帕坦	帕坦皇宫
列城	列城王宫
科布伦茨	Jesuitenplatz广场
弗里堡	缝纫机博物馆
哈勒姆	哈勒姆历史博物馆
蒙特勒	罗什德内土拨鼠乐园
洛伊克巴德	岛本湖
德累斯顿	大众汽车透明工厂
采尔马特	马特角峰冰川乐园
海德堡	卡尔特奥多雕像
布鲁日	巧克力博物馆
帕绍	圣史蒂芬主座教堂
施皮茨	施皮茨葡萄园
卢加诺	市民公园
富森	富森博物馆
洛桑	粗艺术美术馆
马斯特里赫特	地狱之门
亚琛	亚琛大教堂
不莱梅	施诺尔街区
弗赖堡	施瓦本城门
吕贝克	君特格拉斯故居
曼海姆	选帝侯王宫
卡罗维发利	瓦杰迪洛温泉回廊
乌得勒支	马鲁古博物馆
盐湖城	家谱图书馆
比勒陀利亚	自然历史博物馆
温耶德	温耶德奇迹
蓝色太平洋路	登曼夫人博物馆
马赛马拉国家公园	Eyes on Africa Safaris Day Tours
沙姆沙伊赫	纳斯拉尼角
喀布尔	Mausoleum of Timur Shah
纳库鲁	梅嫩加伊火山口
温得和克	Kaiserliche Realschule
达拉斯	Old Red 博物馆
桑给巴尔	监狱岛
德班	The Spa on Fairway
沃尔维斯湾	Dolphin Tours Namibia
蒙巴萨	Khonzi Mosque
圣安东尼奥	珍珠啤酒厂
艾尔半岛	拜尔得湾
亚的斯亚贝巴	St George Cathedral
伊林加	鲁阿哈国家公园
达累斯萨拉姆	Forodhani Hotel Training Institute Building
格林德瓦	Buri Sport
亚萨瓦群岛	瓦亚赛瓦岛
维提岛	太平洋港艺术村
大溪地	布根维尔公园
萨摩亚	萨摩亚大学
波拉波拉岛	Mount Otemanu
塔韦乌尼岛	彩虹礁
陶波	陶波湖博物馆
弗朗茨约瑟夫冰川	Roberts Point观景台
苏瓦	斐济国家档案馆
凯库拉	海豚奇遇
蒂阿瑙	峡湾地区天文站
米尔福德峡湾	博文瀑布
水牛城	下湖海洋历史协会
卢克索	霍华德·卡特楼
因弗卡吉尔	First Presbyterian Church
埃德蒙顿	艾伯塔省议会大厦
冰川国家公园	Lake McDonald
加拉加斯	Plaza Bolivar
加拉帕戈斯群岛	查尔斯·达尔文中心
圣荷西	波阿斯火山国家公园
库特尼国家公园	大理石溪谷
蒙克顿	涌潮公园
弗雷德里克顿	军官广场
波哥大	博特罗博物馆
卡拉法特	Laguna Nimez
夏洛特敦	联邦艺术中心
惠斯勒	惠斯勒山地车公园
蒙得维的亚	Palacio Legislativo
优鹤国家公园	瓦普塔瀑布
哈利法克斯	大西洋海岸博物馆
安提瓜	Catedral de Santiago
危地马拉市	Mundo Petapa Irtra
巴西利亚	巴西利亚电视塔
瓦尔帕莱索	索托马约尔大广场
尼亚加拉瀑布城	克里夫顿山
蒙特利尔	多切斯特广场
卡尔加里	圣帕特里克·罗马天主教会
亚松森	Centro Cultural Manzana de la Rivera
丁格尔半岛	爱尔兰圣詹姆斯教堂
瓦杜兹	米特尔多夫街区
大开曼岛	Smith Barcadere
开曼群岛	Smith Barcadere
诺维萨德	Museum
考纳斯	Ramybės Park
普里什蒂纳	科索沃国家图书馆
巴拿马	巴拿马运河博物馆
圣约翰	Betty's Hope
马耳他主岛	姆迪娜圣保罗主教堂
萨拉热窝	Art Gallery
戈佐岛	达赫莱•科罗湾
安道尔	安道尔汽车博物馆
瓦莱塔	旧薄荷街
科克市	圣玛丽和圣安妮大教堂
圣马力诺	圣基亚拉修道院
奥赫里德	National Museum
圣胡安	圣克里斯托瓦尔堡
马贝拉	拉金塔乡村高尔夫俱乐部
康斯坦察	Ion Jalea博物馆
布列斯特	布列斯特要塞
罗瓦涅米	圣诞老人办公室
摩纳哥	日本花园
坦佩雷	列宁博物馆
明斯克	Holy Spirit Cathedral
代尔夫特	代尔夫特维米尔中心
凯米	凯米教堂
锡切斯	Passeig Maritim
布拉索夫	Black Tower
萨里山	Urho Kekkonen National Park
卢森堡	贝特留斯炮塔
圣地亚哥德孔波斯特拉	圣地亚哥之路
普罗夫迪夫	Zekman Gallery
伊纳里	原野教堂
加的斯	塔维拉塔
大加纳利	Casa Museo Antonio Padron
布加勒斯特	海勒斯特勒乌文化休息公园
科尔多瓦	卡拉奥拉塔
马拉喀什	花园艺术博物馆
尼科西亚	欧梅里耶清真寺
君士坦丁	Grand Mosque
维多利亚	维多利亚邮局
喀土穆	Tuti Island
万荣	万荣大环线
特内里费岛	Los Cristianos
圣乔治	Carenage
科威特	科威特大塔
乌兰巴托	特勒吉国家公园
达喀尔	Plage de l'Anse Bernard
罗安达	Museu de Antropologia
阿尔及尔	23号城堡
苏丹港	红海度假村
格林纳达	Carenage
特古西加尔巴	Iglesia Los Dolores
拉巴特	Flea Market
瓜纳华托	Pipila雕像
塔那那利佛	蝴蝶谷
哥打巴鲁	佳哈皇宫
哈瓦那	Parque de la Fraternidad
瓜拉登嘉楼	Istana Maziah
阿斯塔纳	Akvapark
占巴塞	东孔岛
卡萨布兰卡	卡萨布兰卡艺术别墅
圣佩德罗苏拉	San Pedro Cathedral
哈博罗内	University of Botswana
阿克拉	National Museum
苏塞	里巴特
多哈	Shaqab 畜牧农场
马普托	Museu da Revolução
塔什干	实用艺术博物馆
金斯敦	Gordon House
大吉岭	日本和平塔
以弗所	露台屋
尼甘布	Angurukaramulla Temple
广岛	广岛城
安塔利亚	Suna &amp; Inan Kirac Kaleici博物馆
棉兰	Tjong A Fie Mansion
班加罗尔	Bannerghatta National Park
博德鲁姆	古剧场
加莱拉港	加莱拉港白沙滩
波隆纳鲁沃	奇瑞寺
川崎	Daishihashi Ugan Teibo Sakuranamiki
公主港	蓝色大教堂
富国岛	妈祖庙
万隆	万隆工学院
贡布	塔莫的城中居所
熊本	五高纪念馆
鹿儿岛	鱼见岳
加勒	加勒国家博物馆
顺化	嗣德皇陵
奇陶加尔	胜利之塔
马德望	农南巴山
费特希耶	费特西耶博物馆
福冈	福冈雅虎巨蛋
黎牙实比	达拉加教堂
巴厘岛	努沙切宁安岛
春川	清平寺
夜丰颂	Wat Phra That Doi Kong Mu
华欣	Baan Silapin
水原市	Suwon City Tour - Gold Tour
大邱	东城路
素可泰	通嫩帕庸寺
宋卡	宋卡博物馆
丽水市	Yeosu Jinnamgwan

